width	numreads.median	iread_fpkm_allintron_lwm	interest_fpkm_allintron_lwm	superintronic_score_allintron_lwm	kma_tpm_allintron_lwm	irfinders_irratio_allintron_lwm	majiq_meanpsi_allintron_lwm	rmats_inclvl_allintron_lwm	suppa2_psi_allintron_lwm	intron	transcript	intron_position_in_tx	max_intron_persistence	motif	canonical_motif	gene_id	long_reads_per_gene	long_reads_per_transcript	short_read_gene_median_coverage	IRFinder-S_true_positives	IRFinder-S_false_positives	IRFinder-S_false_negatives	superintronic_true_positives	superintronic_false_positives	superintronic_false_negatives	iREAD_true_positives	iREAD_false_positives	iREAD_false_negatives	kma_true_positives	kma_false_positives	kma_false_negatives	IntEREst_true_positives	IntEREst_false_positives	IntEREst_false_negatives	rMATS_true_positives	rMATS_false_positives	rMATS_false_negatives	MAJIQ_true_positives	MAJIQ_false_positives	MAJIQ_false_negatives	SUPPA2_true_positives	SUPPA2_false_positives	SUPPA2_false_negatives	chrom	left	right	total_overlapping_features	max_features_per_base	%_bases_overlapped	gc_fract
										chr3:50215822-50217237	ENST00000614032.5	0.42857142857142855	0.0	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	50215822	50217238	0	0	0.0	0.5847457627118641
										chr3:50217321-50217414	ENST00000614032.5	0.5	0.0	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	50217321	50217415	0	0	0.0	0.606382978723404
										chr3:50217474-50217675	ENST00000614032.5	0.5714285714285714	0.0	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	50217474	50217676	0	0	0.0	0.618811881188119
										chr3:50217841-50217916	ENST00000614032.5	0.6428571428571429	0.11224489795918367	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	chr3	50217841	50217917	1	1	1.0	0.631578947368421
										chr3:50217997-50218269	ENST00000614032.5	0.7142857142857143	0.0	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	50217997	50218270	0	0	0.0	0.56043956043956
										chr3:50218371-50218592	ENST00000614032.5	0.7857142857142857	0.11224489795918367	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	chr3	50218371	50218593	1	1	1.0	0.662162162162162
										chr3:50218718-50218803	ENST00000614032.5	0.8571428571428571	0.0	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	50218718	50218804	0	0	0.0	0.63953488372093
										chr3:50218949-50219880	ENST00000614032.5	0.9285714285714286	0.11224489795918367	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	chr3	50218949	50219881	0	0	0.0	0.5064377682403429
										chr3:50219985-50220072	ENST00000614032.5	1.0	0.0	GTAG	1	ENSG00000188338.15	7.0	7.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	50219985	50220073	0	0	0.0	0.6477272727272729
										chr14:24172366-24172466	ENST00000620473.4	0.0	0.0	GTAG	1	ENSG00000100918.13	122.0	94.0	287.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr14	24172366	24172467	3	3	1.0	0.475247524752475
										chr21:5127951-5128213	ENST00000620528.5	0.0	0.010309278350515464	CTAC	1	ENSG00000280071.4	109.0	97.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr21	5127951	5128214	0	0	0.0	0.711026615969582
										chr21:5125993-5127897	ENST00000620528.5	0.2	0.0	CTAC	1	ENSG00000280071.4	109.0	97.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr21	5125993	5127898	1	1	0.031496062992125984	0.5238845144356961
										chr21:5124876-5125878	ENST00000620528.5	0.4	0.0	CTAC	1	ENSG00000280071.4	109.0	97.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr21	5124876	5125879	1	1	0.1535393818544367	0.5653040877367901
										chr21:5121804-5124755	ENST00000620528.5	0.6	0.0	CTAC	1	ENSG00000280071.4	109.0	97.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr21	5121804	5124756	2	1	0.15514905149051492	0.589430894308943
										chr21:5118848-5121710	ENST00000620528.5	0.8	0.0	CTAC	1	ENSG00000280071.4	109.0	97.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr21	5118848	5121711	4	3	0.2584701362207475	0.6136919315403421
										chr21:5117232-5118690	ENST00000620528.5	1.0	0.010309278350515464	GTAT	1	ENSG00000280071.4	109.0	97.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr21	5117232	5118691	0	0	0.0	0.61754626456477
										chr5:139294029-139307238	ENST00000618441.5	0.0	0.0	GTAG	1	ENSG00000015479.20	904.0	169.0	1077.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr5	139294029	139307239	6	2	0.04973504920514762	0.3937168811506429
										chr5:139308328-139314674	ENST00000618441.5	0.07692307692307693	0.0	GTAG	1	ENSG00000015479.20	904.0	169.0	1077.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr5	139308328	139314675	1	1	0.7297936032771388	0.36395147313691495
										chr5:139308328-139314674	ENST00000394805.8	0.07692307692307693	0.0	GTAG	1	ENSG00000015479.20	904.0	270.0	1077.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr5	139308328	139314675	1	1	0.7297936032771388	0.36395147313691495
										chr19:47495597-47514842	ENST00000594001.5	0.0	0.0	CTAC	1	ENSG00000105402.8	269.0	14.0	523.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	47495597	47514843	15	4	0.12558453704665906	0.5392808895354879
										chr19:47493494-47495549	ENST00000594001.5	0.14285714285714285	0.0	CTAC	1	ENSG00000105402.8	269.0	14.0	523.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	47493494	47495550	4	2	0.32538910505836577	0.5753891050583659
										chr19:47493175-47493415	ENST00000594001.5	0.2857142857142857	0.0	CTAC	1	ENSG00000105402.8	269.0	14.0	523.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	47493175	47493416	2	2	1.0	0.672199170124481
										chr19:47493046-47493118	ENST00000594001.5	0.42857142857142855	0.07142857142857142	CTAC	1	ENSG00000105402.8	269.0	14.0	523.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	47493046	47493119	9	9	1.0	0.698630136986301
										chr19:47492120-47492960	ENST00000594001.5	0.5714285714285714	0.0	CTAC	1	ENSG00000105402.8	269.0	14.0	523.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	47492120	47492961	4	4	1.0	0.6670630202140311
										chr19:47490857-47492014	ENST00000594001.5	0.7142857142857143	0.0	CTAC	1	ENSG00000105402.8	269.0	14.0	523.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	47490857	47492015	1	1	0.5345423143350605	0.598445595854922
										chr19:47489762-47490787	ENST00000594001.5	0.8571428571428571	0.0	CTAC	1	ENSG00000105402.8	269.0	14.0	523.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	47489762	47490788	0	0	0.0	0.5350877192982461
										chr19:47488390-47489710	ENST00000594001.5	1.0	0.0	CTAC	1	ENSG00000105402.8	269.0	14.0	523.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	47488390	47489711	1	1	0.8554125662376987	0.579863739591219
										chr19:49560693-49580514	ENST00000596358.6	0.0	0.0	CTAC	1	ENSG00000142546.14	84.0	77.0	394.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	49560693	49580515	2	1	0.012057310059529815	0.47578448188881
										chr19:49556426-49556548	ENST00000596358.6	0.8571428571428571	0.0	CTAC	1	ENSG00000142546.14	84.0	77.0	394.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	49556426	49556549	1	1	1.0	0.682926829268293
										chr19:49555823-49556316	ENST00000596358.6	1.0	0.0	CTAC	1	ENSG00000142546.14	84.0	77.0	394.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	49555823	49556317	0	0	0.0	0.6842105263157899
										chr19:48619690-48620401	ENST00000598088.5	0.0	0.0	GTAG	1	ENSG00000063176.16	72.0	22.0	224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	48619690	48620402	3	2	0.17134831460674158	0.4929775280898879
										chr19:38309644-38315746	ENST00000591784.5	0.0	0.0	CTAC	1	ENSG00000167645.17	50.0	11.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38309644	38315747	5	4	0.0986400131083074	0.5202359495330171
										chr19:38309329-38309404	ENST00000591784.5	0.16666666666666666	0.0	CTAC	1	ENSG00000167645.17	50.0	11.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38309329	38309405	2	2	1.0	0.6973684210526321
										chr19:38309329-38309404	ENST00000592694.5	0.16666666666666666	0.0	CTAC	1	ENSG00000167645.17	50.0	12.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38309329	38309405	2	2	1.0	0.6973684210526321
										chr19:38309058-38309223	ENST00000591784.5	0.3333333333333333	0.0	CTAC	1	ENSG00000167645.17	50.0	11.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38309058	38309224	2	2	1.0	0.710843373493976
										chr19:38309058-38309223	ENST00000592694.5	0.3333333333333333	0.0	CTAC	1	ENSG00000167645.17	50.0	12.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38309058	38309224	2	2	1.0	0.710843373493976
										chr19:38308850-38308978	ENST00000591784.5	0.5	0.0	CTAC	1	ENSG00000167645.17	50.0	11.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38308850	38308979	1	1	1.0	0.6201550387596899
										chr19:38308850-38308978	ENST00000592694.5	0.5	0.0	CTAC	1	ENSG00000167645.17	50.0	12.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38308850	38308979	1	1	1.0	0.6201550387596899
										chr19:38307753-38308791	ENST00000591784.5	0.6666666666666666	0.0	CTAC	1	ENSG00000167645.17	50.0	11.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38307753	38308792	0	0	0.0	0.6092396535129929
										chr19:38307753-38308791	ENST00000592694.5	0.6666666666666666	0.0	CTAC	1	ENSG00000167645.17	50.0	12.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38307753	38308792	0	0	0.0	0.6092396535129929
										chr19:38307522-38307596	ENST00000591784.5	0.8333333333333334	0.09090909090909093	CTAC	1	ENSG00000167645.17	50.0	11.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38307522	38307597	3	3	1.0	0.693333333333333
										chr19:38307522-38307596	ENST00000592694.5	0.8333333333333334	0.09090909090909093	CTAC	1	ENSG00000167645.17	50.0	12.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38307522	38307597	3	3	1.0	0.693333333333333
										chr19:38305508-38307427	ENST00000591784.5	1.0	0.0	CTAC	1	ENSG00000167645.17	50.0	11.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38305508	38307428	3	3	0.3807291666666667	0.552604166666667
										chr19:38305508-38307427	ENST00000592694.5	1.0	0.0	CTAC	1	ENSG00000167645.17	50.0	12.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38305508	38307428	3	3	0.3807291666666667	0.552604166666667
										chr19:38309644-38315868	ENST00000592694.5	0.0	0.0	CTAC	1	ENSG00000167645.17	50.0	12.0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr19	38309644	38315869	7	4	0.10666666666666667	0.523694779116466
										chr7:44122110-44123510	ENST00000610533.4	0.0	0.0	CTAC	1	ENSG00000106628.10	481.0	375.0	638.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	44122110	44123511	7	3	0.6937901498929336	0.48750892219843
										chr3:39383794-39389494	ENST00000650617.1	0.0	0.0	GTAG	1	ENSG00000144659.13	100.0	95.0	325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	39383794	39389495	6	2	0.09173829152780212	0.486581301526048
										chr3:39389617-39390422	ENST00000650617.1	0.2	0.0	GTAG	1	ENSG00000144659.13	100.0	95.0	325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	39389617	39390423	0	0	0.0	0.440446650124069
										chr3:39390508-39391440	ENST00000650617.1	0.4	0.008421052631578947	GTAG	1	ENSG00000144659.13	100.0	95.0	325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	39390508	39391441	1	1	0.0021436227224008574	0.426580921757771
										chr3:39391621-39391852	ENST00000650617.1	0.6	0.016240601503759403	GTAG	1	ENSG00000144659.13	100.0	95.0	325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	39391621	39391853	0	0	0.0	0.504310344827586
										chr3:39392022-39394409	ENST00000650617.1	0.8	0.0	GTAG	1	ENSG00000144659.13	100.0	95.0	325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	39392022	39394410	1	1	0.04020100502512563	0.42839195979899497
										chr3:39394577-39396397	ENST00000650617.1	1.0	0.0	GTAG	1	ENSG00000144659.13	100.0	95.0	325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	39394577	39396398	0	0	0.0	0.405820977484898
										chr7:99374782-99385701	ENST00000646101.2	0.0	0.0	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99374782	99385702	9	5	0.03543956043956044	0.544047619047619
										chr7:99385779-99386684	ENST00000646101.2	0.125	0.0	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99385779	99386685	2	2	0.24503311258278146	0.576158940397351
										chr7:99386790-99388038	ENST00000646101.2	0.25	0.0	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99386790	99388039	0	0	0.0	0.538831064851881
										chr7:99388262-99389904	ENST00000646101.2	0.375	0.0	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99388262	99389905	3	2	0.6774193548387096	0.55203895313451
										chr7:99390013-99390892	ENST00000646101.2	0.5	0.0	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99390013	99390893	2	1	0.04318181818181818	0.528409090909091
										chr7:99391100-99391177	ENST00000646101.2	0.625	0.010101010101010102	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99391100	99391178	1	1	0.01282051282051282	0.641025641025641
										chr7:99391254-99392670	ENST00000646101.2	0.75	0.010101010101010102	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99391254	99392671	1	1	0.07268877911079746	0.560338743824982
										chr7:99392877-99394028	ENST00000646101.2	0.875	0.0	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99392877	99394029	0	0	0.0	0.625868055555556
										chr7:99394120-99394450	ENST00000646101.2	1.0	0.020202020202020204	GTAG	1	ENSG00000130429.15	118.0	99.0	435.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr7	99394120	99394451	2	2	1.0	0.640483383685801
										chr20:38434627-38435196	ENST00000662982.1	0.0	0.0	CTAC	1	ENSG00000196756.13	44.0	16.0	413.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr20	38434627	38435197	9	9	0.2982456140350877	0.6
										chr20:38431113-38434503	ENST00000662982.1	0.2	0.0	CTAC	1	ENSG00000196756.13	44.0	16.0	413.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr20	38431113	38434504	6	4	0.6425833087584784	0.510468888233559
										chr20:38426504-38431040	ENST00000662982.1	0.4	0.0	CTAC	1	ENSG00000196756.13	44.0	16.0	413.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr20	38426504	38431041	25	10	0.8752479612078466	0.523473661009478
										chr20:38422369-38426418	ENST00000662982.1	0.6	0.0	CTAC	1	ENSG00000196756.13	44.0	16.0	413.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr20	38422369	38426419	12	5	0.6301234567901235	0.479506172839506
										chr20:38421099-38422290	ENST00000662982.1	0.8	0.125	CTAC	1	ENSG00000196756.13	44.0	16.0	413.0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	chr20	38421099	38422291	13	11	1.0	0.5075503355704699
										chr20:38420901-38421005	ENST00000662982.1	1.0	0.0	CTAC	1	ENSG00000196756.13	44.0	16.0	413.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr20	38420901	38421006	2	2	1.0	0.5142857142857139
										chr11:119085067-119088254	ENST00000652429.1	0.0	0.0	GTAG	1	ENSG00000256269.10	151.0	140.0	516.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	119085067	119088255	14	5	0.32465495608532	0.506900878293601
										chr11:119088309-119088634	ENST00000652429.1	0.08333333333333333	0.0	GTAG	1	ENSG00000256269.10	151.0	140.0	516.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	119088309	119088635	0	0	0.0	0.5337423312883439
										chr11:119088708-119089081	ENST00000652429.1	0.16666666666666666	0.0	GTAG	1	ENSG00000256269.10	151.0	140.0	516.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	119088708	119089082	3	3	1.0	0.491978609625669
										chr3:197297236-197298535	ENST00000667157.1	0.0	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197297236	197298536	26	14	0.8953846153846153	0.6707692307692309
										chr3:197296478-197297185	ENST00000667157.1	0.043478260869565216	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197296478	197297186	1	1	0.14689265536723164	0.334745762711864
										chr3:197282846-197296345	ENST00000667157.1	0.08695652173913042	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197282846	197296346	1	1	0.00525925925925926	0.366222222222222
										chr3:197194590-197282678	ENST00000667157.1	0.13043478260869565	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197194590	197282679	14	8	0.014882675475939109	0.366424865760765
										chr3:197076686-197081050	ENST00000667157.1	0.6956521739130435	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197076686	197081051	3	2	0.1475372279495991	0.339060710194731
										chr3:197069261-197076585	ENST00000667157.1	0.7391304347826086	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197069261	197076586	4	2	0.24273037542662115	0.33692832764505104
										chr3:197066755-197069218	ENST00000667157.1	0.7826086956521741	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197066755	197069219	3	2	0.015422077922077922	0.310470779220779
										chr3:197059999-197065275	ENST00000667157.1	0.9130434782608696	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197059999	197065276	0	0	0.0	0.371044153875308
										chr3:197051669-197059888	ENST00000667157.1	0.9565217391304348	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197051669	197059889	0	0	0.0	0.40669099756691
										chr3:197044730-197051576	ENST00000667157.1	1.0	0.0	CTAC	1	ENSG00000075711.21	37.0	8.0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	197044730	197051577	3	2	0.6467065868263473	0.4121513071418139
										chr17:16439415-16439580	ENST00000667979.1	0.25	0.0	GTAG	1	ENSG00000175061.18	607.0	69.0	69.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr17	16439415	16439581	7	7	1.0	0.487951807228916
										chr1:55059664-55061264	ENST00000673913.1	0.6666666666666666	0.0	GTAG	1	ENSG00000169174.11	197.0	5.0	377.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr1	55059664	55061265	0	0	0.0	0.5340412242348529
										chr11:119068011-119069195	ENST00000621676.5	0.0	0.0	ATAC	1	ENSG00000160695.15	14.0	8.0	97.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	119068011	119069196	3	2	0.18143459915611806	0.479324894514768
										chr11:119069345-119069441	ENST00000621676.5	0.07142857142857142	0.0	GTAG	1	ENSG00000160695.15	14.0	8.0	97.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	119069345	119069442	0	0	0.0	0.4639175257731961
										chr17:76091236-76094413	ENST00000634349.1	0.2777777777777778	0.0	CTAC	1	ENSG00000182473.22	266.0	21.0	320.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr17	76091236	76094414	2	1	0.7970421648835746	0.5707992448080551
										chr17:76090398-76091142	ENST00000634349.1	0.3333333333333333	0.0	CTAC	1	ENSG00000182473.22	266.0	21.0	320.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr17	76090398	76091143	2	2	1.0	0.6268456375838929
										chr17:76089321-76090328	ENST00000634349.1	0.3888888888888889	0.0	CTAC	1	ENSG00000182473.22	266.0	21.0	320.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr17	76089321	76090329	2	1	0.5049603174603174	0.625
										chr3:51983590-51984046	ENST00000636358.2	0.0	0.0	GTAG	1	ENSG00000243989.9	34.0	27.0	177.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	51983590	51984047	0	0	0.0	0.536105032822757
										chr3:51984159-51985206	ENST00000636358.2	0.07692307692307693	0.0	GTAG	1	ENSG00000243989.9	34.0	27.0	177.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	51984159	51985207	6	3	0.95706106870229	0.538167938931298
										chr3:51985272-51985360	ENST00000636358.2	0.15384615384615385	0.0	GTAG	1	ENSG00000243989.9	34.0	27.0	177.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	51985272	51985361	3	3	1.0	0.662921348314607
										chr3:51985466-51985851	ENST00000636358.2	0.2307692307692308	0.0	GTAG	1	ENSG00000243989.9	34.0	27.0	177.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	51985466	51985852	0	0	0.0	0.582901554404145
										chr3:51985947-51986254	ENST00000636358.2	0.3076923076923077	0.0	GTAG	1	ENSG00000243989.9	34.0	27.0	177.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	51985947	51986255	4	4	1.0	0.587662337662338
										chr3:51986332-51986414	ENST00000636358.2	0.38461538461538464	0.0	GTAG	1	ENSG00000243989.9	34.0	27.0	177.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	51986332	51986415	2	2	1.0	0.602409638554217
										chr3:51986505-51986604	ENST00000636358.2	0.4615384615384616	0.0	GTAG	1	ENSG00000243989.9	34.0	27.0	177.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr3	51986505	51986605	8	8	1.0	0.62
